id|authority_id|name|publisher_id|place|url|machine_name|sort_name|identifier|type
278|278|Sisters of Medea:   the tragic heroine across cultures|1|||sisters of medea the tragic heroine across cultures|sisters of medeatragic heroine across cultures|1931948488|ISBN10
282|282|The poetics of enclosure:   American women poets from Dickinson to Dove|1|||the poetics of enclosure american women poets from dickinson to dove|poetics of enclosure american women poets from dickinson to dove|1572331976|ISBN10
287|287|Law's interior:   legal and literary constructions of the self|1|||law s interior legal and literary constructions of the self|law s interior legal and literary constructions ofself|080143856X|ISBN10
296|296|Romances of the archive in contemporary British fiction|1|||romances of the archive in contemporary british fiction|romances ofarchive in contemporary british fiction|0802035892|ISBN10
305|305|The aesthetics of Toni Morrison:   speaking the unspeakable|1|||the aesthetics of toni morrison speaking the unspeakable|aesthetics of toni morrison speaking the unspeakable|1578062845|ISBN10
307|307|Archaeological perspectives on the American Civil War|37|||archaeological perspectives on the american civil war|archaeological perspectives onamerican civil war|081301834X|ISBN10
54|54|In Lincoln's shadow:   the 1908 race riot in Springfield, Illinois|1|||in lincoln s shadow the 1908 race riot in springfield illinois|in lincoln s shadow1908 race riot in springfield illinois|9780809329090|ISBN13
95|95|Lincoln and freedom:   slavery, emancipation, and the Thirteenth Amendment|1|||lincoln and freedom slavery emancipation and the thirteenth amendment|lincoln and freedom slavery emancipation andthirteenth amendment|0809327643|ISBN10
158|158|Opium and the limits of empire:   drug prohibition in the Chinese interior, 1729-1850|1|||opium and the limits of empire drug prohibition in the chinese interior 1729 1850|opium andlimits of empire drug prohibition in the chinese interior 1729 1850|0674016491|ISBN10
518|518|Placing the academy : essays on landscape, work, and identity|1|||placing the academy essays on landscape work and identity|placingacademy essays on landscape work and identity|9780874216578|ISBN13
637|637|Nature and culture in the northern forest : region, heritage, and environment in the rural Northeast|1|||nature and culture in the northern forest region heritage and environment in the rural northeast|nature and culture innorthern forest region heritage and environment in the rural northeast|9781587298561|ISBN13
750|1311|33rd Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS 2011|1|||33rd annual international conference of the ieee engineering in medicine and biology society embs 2011|33rd annual international conference ofieee engineering in medicine and biology society embs 2011|9781424441211|ISBN13
2129|1126|Redrawing the map of early modern English Catholicism|452|||redrawing the map of early modern english catholicism|redrawingmap of early modern english catholicism|9781442643123|ISBN13
327|327|Journal of the Torrey Botanical Society|2861|||journal of the torrey botanical society|journal oftorrey botanical society|1095-5674|ISSN
316|316|Crusoe's Island:   the story of a writer and a place|185|||crusoe s island the story of a writer and a place|crusoe s islandstory of a writer and a place|1928556043|ISBN10
331|331|Working in the world:   Jimmy Carter and the making of American foreign policy|1|||working in the world jimmy carter and the making of american foreign policy|working inworld jimmy carter and the making of american foreign policy|0807124451|ISBN10
332|332|The fictional world of William Hoffman|1|||the fictional world of william hoffman|fictional world of william hoffman|0826212751|ISBN10
334|334|Reading under the sign of nature:   new essays in ecocriticism|1|||reading under the sign of nature new essays in ecocriticism|reading undersign of nature new essays in ecocriticism|0874806488|ISBN10
339|339|The poetics of speech in the medieval Spanish epic|1|||the poetics of speech in the medieval spanish epic|poetics of speech in the medieval spanish epic|9781442641563|ISBN13
344|344|Our coquettes :capacious desire in the eighteenth century|1|||our coquettes capacious desire in the eighteenth century|our coquettes capacious desire ineighteenth century|9780813928098|ISBN13
821|821|The Leningrad blockade, 1941-1944 :a new documentary history from the Soviet archives|1|||the leningrad blockade 1941 1944 a new documentary history from the soviet archives|leningrad blockade 1941 1944 a new documentary history from the soviet archives|9780300110296|ISBN13
868|868|Comparative politics: integrating theories, methods, and cases|10|||comparative politics integrating theories methods and cases|comparative politics integratingories methods and cases|9780195392104|ISBN13
943|943|Psychology of Aesthetics, Creativity, and the Arts|752|||psychology of aesthetics creativity and the arts|psychology of aestics creativity and the arts|1931-3896|ISSN
1013|1013|The origins and early history of American wind music: instrument makers, composers, instructional methods, and ensemble performance|1|||the origins and early history of american wind music instrument makers composers instructional methods and ensemble performance|origins and early history of american wind music instrument makers composers instructional methods and ensemble performance|9780773443518|ISBN13
1121|1121|Donald Davidson on Truth, Meaning, and the Mental|1|||donald davidson on truth meaning and the mental|donald davidson on truth meaning andmental|9780199697519|ISBN13
345|345|Love in a time of homeschooling: a mother and daughter's uncommon year|1|||love in a time of homeschooling a mother and daughter s uncommon year|love in a time of homeschooling a mor and daughter s uncommon year|9780061706462|ISBN13
340|340|Law, Culture and the Humanities|2155|||law culture and the humanities|law culture andhumanities|1743-8721|ISSN
347|347|The horse in Virginia :an illustrated history|1|||the horse in virginia an illustrated history|horse in virginia an illustrated history|9780813928166|ISBN13
1139|1139|Coming to life : philosophies of pregnancy, childbirth, and mothering|171|||coming to life philosophies of pregnancy childbirth and mothering|coming to life philosophies of pregnancy childbirth and moring|9780823244607|ISBN13
1146|1146|Las Mocedades De Rodrigo: The Youthful Deeds of Rodrigo, the Cid|1|||las mocedades de rodrigo the youthful deeds of rodrigo the cid|las mocedades de rodrigoyouthful deeds of rodrigo the cid|9781442615953|ISBN13
1197|1197|Religion in the contemporary South: diversity, community, and identity|1|||religion in the contemporary south diversity community and identity|religion incontemporary south diversity community and identity|082031675X|ISBN10
1199|1199|The Marshall Mission to China, 1945-1947:the letters and diary of Colonel John Hart Caughey|1|||the marshall mission to china 1945 1947 the letters and diary of colonel john hart caughey|marshall mission to china 1945 1947 the letters and diary of colonel john hart caughey|9781442212947|ISBN13
2056|2056|Encyclopedia of E - Commerce Development, Implementation, and  Management|183|||encyclopedia of e commerce development implementation and management|encyclopedia of e commerce development implementation and management|9781466697874|ISBN13
1034|1034|International Conference on Intelligent User Interfaces, Proceedings IUI|1|||international conference on intelligent user interfaces proceedings iui|international conference on intelligent user interfaces proceedings iui|9781450321846|ISBN13
1054|1054|Emotion, Space and Society|1276|||emotion space and society|emotion space and society|1755-4586|ISSN
1165|1165|Contemporary Media Ethics: A Practical Guide for Students, Scholars, Professionals in a Globalized World|181|||contemporary media ethics a practical guide for students scholars professionals in a globalized world|contemporary media ethics a practical guide for students scholars professionals in a globalized world|9780983347620|ISBN13
243|243|Jewish Russians:   upheavals in a Moscow synagogue|1|||jewish russians upheavals in a moscow synagogue|jewish russians upheavals in a moscow synagogue|0812237056|ISBN10
245|245|Cognitive, Affective and Behavioral Neuroscience|2308|||cognitive affective and behavioral neuroscience|cognitive affective and behavioral neuroscience|1530-7026|ISSN
249|249|International Journal of Sustainable Development|1488|||international journal of sustainable development|international journal of sustainable development|0960-1406|ISSN
250|250|Journal of Environmental Economics and Management|1276|||journal of environmental economics and management|journal of environmental economics and management|0095-0696|ISSN
251|251|Narrative form|1|||narrative form|narrative form|0333960963|ISBN10
264|264|Earth science:   understanding environmental systems|1|||earth science understanding environmental systems|earth science understanding environmental systems|0072341467|ISBN10
266|266|Love and friendship:   rethinking politics and affection in modern times|1|||love and friendship rethinking politics and affection in modern times|love and friendship rethinking politics and affection in modern times|0739101226|ISBN10
269|269|Society and individual in Renaissance Florence|1|||society and individual in renaissance florence|society and individual in renaissance florence|0520232542|ISBN10
270|270|Congressional government:   a study in American politics|177|||congressional government a study in american politics|congressional government a study in american politics|0765809281|ISBN10
